X_value;Y_value
-5.0;3.0358597516975694
-4.98998998998999;2.902396612410782
-4.97997997997998;2.890226320927034
-4.96996996996997;2.9533248632583944
-4.95995995995996;2.8475004173214358
-4.94994994994995;2.9748835259791337
-4.93993993993994;2.969188221749052
-4.92992992992993;2.9861152741225525
-4.91991991991992;3.0047763128595797
-4.90990990990991;2.933725061011117
-4.8998998998999;2.9275139977637687
-4.88988988988989;3.0022719254749384
-4.87987987987988;2.9379722429177795
-4.86986986986987;2.9815179659748523
-4.85985985985986;2.967812406509005
-4.84984984984985;3.1101849634927863
-4.83983983983984;2.977618330215914
-4.82982982982983;2.944329834098014
-4.81981981981982;3.014106308962341
-4.80980980980981;2.964453049027665
-4.7997997997998;3.0630871557559276
-4.78978978978979;2.9705771049721217
-4.77977977977978;3.073944537589872
-4.76976976976977;3.023325566735097
-4.75975975975976;3.0740739524132112
-4.74974974974975;2.979835637698774
-4.73973973973974;3.139433481161986
-4.72972972972973;3.063921944195306
-4.71971971971972;3.0280888072599295
-4.70970970970971;3.0651265397758185
-4.6996996996997;3.066063328899774
-4.68968968968969;3.039365571734997
-4.67967967967968;3.031607616569512
-4.66966966966967;2.993607456079581
-4.65965965965966;3.1393797050877765
-4.64964964964965;3.14512503142104
-4.63963963963964;3.100581647183646
-4.62962962962963;3.0968077554116737
-4.61961961961962;3.148232088294694
-4.60960960960961;3.1559690209851885
-4.5995995995996;3.1474221145172527
-4.58958958958959;3.134073118733355
-4.57957957957958;3.2042212205495266
-4.56956956956957;3.130407081744586
-4.55955955955956;3.1199185580701565
-4.54954954954955;3.133842752985608
-4.53953953953954;3.0761702020782473
-4.52952952952953;3.1584310533335054
-4.51951951951952;3.187863829380141
-4.50950950950951;3.1380906748882174
-4.4994994994995;3.249266987809161
-4.48948948948949;3.156643162356076
-4.47947947947948;3.1951826647864063
-4.46946946946947;3.155498313348038
-4.45945945945946;3.0821505156266986
-4.44944944944945;3.2215908033716927
-4.43943943943944;3.1730965986029016
-4.42942942942943;3.122565535021096
-4.41941941941942;3.2448792966753883
-4.40940940940941;3.209587774842653
-4.3993993993994;3.317976368355426
-4.38938938938939;3.125877752575728
-4.37937937937938;3.3229915608634855
-4.36936936936937;3.1570001252509767
-4.35935935935936;3.287026542673169
-4.34934934934935;3.1971878340433895
-4.33933933933934;3.384311307801274
-4.32932932932933;3.2972722787766076
-4.31931931931932;3.2974419010750795
-4.3093093093093096;3.283323802626977
-4.2992992992992995;3.2781222475730742
-4.2892892892892895;3.371125181511958
-4.2792792792792795;3.2398399694523685
-4.2692692692692695;3.257948387853708
-4.2592592592592595;3.304600237987784
-4.2492492492492495;3.281879693211283
-4.2392392392392395;3.3308463783692237
-4.2292292292292295;3.305019589650824
-4.2192192192192195;3.3151003203414837
-4.2092092092092095;3.2263228403906874
-4.1991991991991995;3.322043052141849
-4.1891891891891895;3.353714299568911
-4.1791791791791795;3.3595385541055944
-4.1691691691691695;3.276310294097725
-4.1591591591591595;3.3570238956581626
-4.1491491491491495;3.3708891669478307
-4.1391391391391394;3.375235501987143
-4.129129129129129;3.30814864661981
-4.119119119119119;3.334753725121253
-4.109109109109109;3.2666010335196605
-4.099099099099099;3.3351611233784944
-4.089089089089089;3.301245166363086
-4.079079079079079;3.445493328104473
-4.069069069069069;3.376240446316362
-4.059059059059059;3.3644558175406827
-4.049049049049049;3.4141316002943953
-4.039039039039039;3.388853202479927
-4.029029029029029;3.326137647918058
-4.019019019019019;3.381140503825515
-4.009009009009009;3.42055078697082
-3.998998998998999;3.4044925057995368
-3.988988988988989;3.3798655670454925
-3.978978978978979;3.369288963240921
-3.968968968968969;3.386717522645987
-3.958958958958959;3.511310873731786
-3.948948948948949;3.407355428377436
-3.938938938938939;3.514804490338664
-3.928928928928929;3.33911073343189
-3.918918918918919;3.4912074484714983
-3.908908908908909;3.426694607491313
-3.898898898898899;3.458320664735073
-3.888888888888889;3.4350019759844774
-3.878878878878879;3.4537611018354153
-3.868868868868869;3.438596952772196
-3.858858858858859;3.4322227971102075
-3.848848848848849;3.442008747356588
-3.838838838838839;3.458186393997314
-3.828828828828829;3.549025453490938
-3.818818818818819;3.346651231567091
-3.808808808808809;3.514873024619963
-3.798798798798799;3.4571377606199567
-3.7887887887887888;3.5898531980935324
-3.7787787787787788;3.525934212089453
-3.7687687687687688;3.494727651562963
-3.7587587587587588;3.5357950325698
-3.7487487487487487;3.563574200396368
-3.7387387387387387;3.5107480227642847
-3.7287287287287287;3.538730025914253
-3.7187187187187187;3.518670130411423
-3.7087087087087087;3.473082294448878
-3.6986986986986987;3.492452422906052
-3.6886886886886887;3.5245329226848594
-3.6786786786786787;3.5180201437322
-3.6686686686686687;3.5821860242879002
-3.6586586586586587;3.5635035537390367
-3.6486486486486487;3.5490459623563346
-3.6386386386386387;3.5136843826838806
-3.6286286286286287;3.531603271847595
-3.6186186186186187;3.580632937344181
-3.6086086086086087;3.599934959292019
-3.5985985985985987;3.660237003096608
-3.5885885885885886;3.593770139608809
-3.5785785785785786;3.6494399112796962
-3.5685685685685686;3.6083825387706288
-3.5585585585585586;3.5954868498062744
-3.5485485485485486;3.500180538552221
-3.5385385385385386;3.6279169298387846
-3.5285285285285286;3.6265647376641557
-3.5185185185185186;3.6705059833926073
-3.5085085085085086;3.690016160879157
-3.4984984984984986;3.6683306325099823
-3.4884884884884886;3.7047157947726093
-3.4784784784784786;3.662484083705182
-3.4684684684684686;3.6596250506152384
-3.4584584584584586;3.622751863777602
-3.4484484484484486;3.6720050110097966
-3.4384384384384385;3.6916308527134754
-3.4284284284284285;3.729627260230389
-3.4184184184184185;3.6159717180053503
-3.4084084084084085;3.734534052139091
-3.3983983983983985;3.650940353513959
-3.388388388388388;3.7137342838865868
-3.378378378378378;3.6591820266878643
-3.368368368368368;3.6874085539252417
-3.358358358358358;3.673829185420099
-3.348348348348348;3.7341068283857375
-3.338338338338338;3.695340461847687
-3.328328328328328;3.806207841824758
-3.318318318318318;3.7614118005033084
-3.308308308308308;3.743907465228845
-3.298298298298298;3.784038005047132
-3.288288288288288;3.608807173758885
-3.278278278278278;3.710086237258827
-3.268268268268268;3.7022191971039136
-3.258258258258258;3.772600376029478
-3.248248248248248;3.6679094094033653
-3.238238238238238;3.7001574691923613
-3.228228228228228;3.7368287295699125
-3.218218218218218;3.720738340632593
-3.208208208208208;3.8580452716580873
-3.198198198198198;3.76383730738055
-3.188188188188188;3.7742439275915247
-3.178178178178178;3.7858441981369544
-3.168168168168168;3.745697500879333
-3.158158158158158;3.713316769578888
-3.148148148148148;3.7878059603692904
-3.138138138138138;3.800750589309611
-3.128128128128128;3.69023946575015
-3.118118118118118;3.8170566481097876
-3.108108108108108;3.7586234675469656
-3.098098098098098;3.7272432692901196
-3.088088088088088;3.7755481689022052
-3.078078078078078;3.741658208188114
-3.068068068068068;3.813250146544711
-3.058058058058058;3.8189432875608174
-3.048048048048048;3.7763154231295832
-3.038038038038038;3.859013439606104
-3.028028028028028;3.793584040936412
-3.018018018018018;3.838841870715524
-3.008008008008008;3.936259444023945
-2.997997997997998;3.831592211953999
-2.987987987987988;3.84807119382607
-2.977977977977978;3.8798647145095164
-2.967967967967968;3.676722258644922
-2.957957957957958;3.869094148886792
-2.947947947947948;3.922411866982522
-2.937937937937938;3.8875219014723537
-2.9279279279279278;3.8874958646165436
-2.9179179179179178;3.7958615485578
-2.9079079079079078;3.8416335863230167
-2.8978978978978978;3.882982448354508
-2.8878878878878878;3.8814839085092507
-2.8778778778778777;3.9343593040884115
-2.8678678678678677;3.887040279310301
-2.8578578578578577;3.850535051725285
-2.8478478478478477;3.8692477386536557
-2.8378378378378377;3.893861324710121
-2.8278278278278277;3.813334113779811
-2.8178178178178177;3.951505578785679
-2.8078078078078077;3.871925308503819
-2.7977977977977977;3.9123313154009343
-2.7877877877877877;3.886175686784612
-2.7777777777777777;3.9657252879052614
-2.7677677677677677;3.905024982471737
-2.7577577577577577;3.899827718443261
-2.7477477477477477;3.9789303757076016
-2.7377377377377377;3.863062218169868
-2.7277277277277276;3.9388002270829996
-2.7177177177177176;3.964978740606309
-2.7077077077077076;3.941835903207058
-2.6976976976976976;3.8581712228807743
-2.6876876876876876;4.030712543262293
-2.6776776776776776;3.921828434957576
-2.6676676676676676;3.963088801670637
-2.6576576576576576;3.9311491507558345
-2.6476476476476476;3.9496634919029088
-2.6376376376376376;3.909501721636433
-2.6276276276276276;4.055582371758519
-2.6176176176176176;4.057867091005577
-2.6076076076076076;3.978686728345205
-2.5975975975975976;3.995991212414931
-2.5875875875875876;4.076049118930691
-2.5775775775775776;4.125006916002661
-2.5675675675675675;4.062231426339661
-2.5575575575575575;3.9812883460436788
-2.5475475475475475;4.090071737640322
-2.5375375375375375;3.983851416970224
-2.5275275275275275;4.070907696644916
-2.5175175175175175;3.9939665532599036
-2.5075075075075075;4.0583580740399725
-2.4974974974974975;3.970988821482781
-2.4874874874874875;3.969424571336291
-2.4774774774774775;3.9708601959655754
-2.4674674674674675;4.052475224899664
-2.4574574574574575;4.026096489620066
